Id,SalePrice
1461,139341.31
1462,166000.14
1463,180653.1
1464,193677.23
1465,181320.89
1466,169257.1
1467,178518.97
1468,172664.38
1469,181257.62
1470,130314.016
1471,188860.1
1472,101422.766
1473,90223.195
1474,155487.39
1475,117664.02
1476,387805.6
1477,252427.17
1478,302461.72
1479,291630.94
1480,493764.38
1481,350161.1
1482,207698.56
1483,179486.55
1484,169505.2
1485,180171.86
1486,192641.23
1487,348047.62
1488,223273.89
1489,208176.28
1490,242149.19
1491,190582.19
1492,98779.43
1493,191588.84
1494,293684.53
1495,282214.5
1496,245557.72
1497,184924.64
1498,176298.72
1499,160770.16
1500,150674.67
1501,181452.19
1502,141368.08
1503,277157.72
1504,247414.03
1505,231127.38
1506,193365.7
1507,237777.19
1508,194670.34
1509,169375.77
1510,156503.48
1511,152137.48
1512,173205.48
1513,134705.78
1514,154442.55
1515,175533.86
1516,151827.61
1517,151156.95
1518,128004.41
1519,221257.02
1520,140756.12
1521,146928.9
1522,166773.38
1523,117059.19
1524,130393.83
1525,130307.43
1526,104105.56
1527,108735.95
1528,137352.52
1529,160862.47
1530,162555.77
1531,111092.586
1532,98252.36
1533,139728.83
1534,119912.445
1535,160966.98
1536,113727.72
1537,64829.465
1538,163568.28
1539,204802.66
1540,91599.7
1541,157694.4
1542,141056.45
1543,199181.55
1544,85861.086
1545,113101.48
1546,137101.52
1547,140117.94
1548,140876.17
1549,113789.56
1550,133873.2
1551,110002.59
1552,149389.52
1553,155143.02
1554,120147.22
1555,177843.52
1556,93058.164
1557,108954.46
1558,98246.555
1559,89165.766
1560,145393.53
1561,126867.72
1562,131725.81
1563,125410.24
1564,155021.73
1565,143886.16
1566,252871.0
1567,76830.81
1568,252658.38
1569,156895.61
1570,140798.67
1571,122240.664
1572,147905.84
1573,264166.03
1574,115674.664
1575,229840.4
1576,228759.27
1577,195031.58
1578,141904.19
1579,147226.83
1580,196107.19
1581,154863.92
1582,130502.305
1583,310807.72
1584,222602.89
1585,143994.45
1586,71163.49
1587,100329.625
1588,165174.72
1589,89700.28
1590,140152.55
1591,97780.69
1592,117746.086
1593,122072.67
1594,127143.16
1595,122105.16
1596,252653.56
1597,200937.02
1598,232645.52
1599,161734.52
1600,160865.23
1601,67946.46
1602,115084.99
1603,87351.71
1604,265790.12
1605,236640.44
1606,169324.25
1607,166015.19
1608,216740.92
1609,191351.1
1610,172293.45
1611,136197.5
1612,159491.95
1613,153213.64
1614,109806.91
1615,86654.336
1616,72978.13
1617,87831.53
1618,132558.44
1619,144592.1
1620,155156.48
1621,139066.12
1622,148621.6
1623,267775.4
1624,214948.64
1625,111301.71
1626,149417.3
1627,191079.94
1628,283164.28
1629,191299.47
1630,346967.25
1631,231129.36
1632,236062.73
1633,170064.64
1634,195105.44
1635,177658.23
1636,151897.84
1637,209744.0
1638,199266.1
1639,172085.72
1640,271049.94
1641,183265.72
1642,248103.03
1643,223325.84
1644,243571.5
1645,193757.22
1646,162410.58
1647,155235.08
1648,132060.28
1649,146334.45
1650,117225.76
1651,129229.88
1652,99759.17
1653,104341.73
1654,150349.84
1655,144724.67
1656,151215.92
1657,152425.33
1658,147123.67
1659,122471.586
1660,151866.84
1661,492836.2
1662,417257.84
1663,419831.6
1664,481132.78
1665,316483.88
1666,348539.56
1667,433092.4
1668,341206.44
1669,278261.56
1670,364108.88
1671,271022.8
1672,441801.62
1673,309626.12
1674,243911.11
1675,185535.31
1676,184640.56
1677,221523.05
1678,465753.4
1679,405093.75
1680,338351.7
1681,252616.45
1682,323964.38
1683,181447.17
1684,173701.4
1685,175193.7
1686,168135.6
1687,172841.31
1688,191705.64
1689,192538.92
1690,197432.95
1691,182723.84
1692,276049.25
1693,174283.83
1694,192321.28
1695,165527.0
1696,296720.22
1697,178223.83
1698,380490.5
1699,344193.6
1700,254609.17
1701,278169.5
1702,249016.12
1703,240191.45
1704,292667.94
1705,221800.81
1706,432812.03
1707,215777.38
1708,198563.27
1709,264294.28
1710,221522.4
1711,267906.94
1712,256329.47
1713,284629.53
1714,222566.6
1715,216174.27
1716,186616.73
1717,180212.6
1718,126195.95
1719,204238.39
1720,230462.88
1721,166975.17
1722,122041.59
1723,156191.7
1724,193282.36
1725,243311.25
1726,184837.36
1727,146391.4
1728,184320.02
1729,161666.81
1730,147553.92
1731,113241.02
1732,129364.91
1733,111649.77
1734,115838.93
1735,126875.71
1736,113748.66
1737,301527.72
1738,229391.28
1739,261411.78
1740,211301.97
1741,176173.67
1742,178809.83
1743,182749.28
1744,313510.8
1745,233131.03
1746,183459.66
1747,226232.39
1748,216734.52
1749,146487.34
1750,121474.36
1751,242874.25
1752,117568.8
1753,140175.81
1754,189629.11
1755,173314.53
1756,124086.95
1757,122340.14
1758,158622.47
1759,158508.61
1760,149336.81
1761,132199.02
1762,181611.98
1763,163510.89
1764,114033.88
1765,170602.16
1766,170228.84
1767,192803.34
1768,144166.62
1769,168187.7
1770,144666.72
1771,108874.48
1772,115993.805
1773,126446.89
1774,135444.55
1775,146349.25
1776,132626.97
1777,113044.97
1778,134507.31
1779,121204.97
1780,168846.78
1781,129611.02
1782,82386.09
1783,143421.86
1784,111853.76
1785,117181.266
1786,119018.66
1787,160897.0
1788,59675.65
1789,94787.66
1790,70372.99
1791,174345.17
1792,151657.72
1793,123570.77
1794,149693.42
1795,141558.17
1796,133335.0
1797,108519.02
1798,120626.78
1799,105718.664
1800,129738.52
1801,141149.98
1802,125700.24
1803,135856.58
1804,144581.47
1805,141740.94
1806,116682.58
1807,129111.75
1808,124671.02
1809,124394.54
1810,139303.05
1811,95526.62
1812,104342.52
1813,125879.83
1814,92808.23
1815,60094.613
1816,95775.01
1817,122168.875
1818,155681.62
1819,133975.52
1820,61291.504
1821,103624.85
1822,152899.66
1823,49276.402
1824,114950.18
1825,138595.05
1826,116060.53
1827,95169.26
1828,133316.19
1829,110740.766
1830,147673.02
1831,148453.6
1832,83118.766
1833,132651.12
1834,116497.445
1835,118989.49
1836,124363.46
1837,91660.96
1838,136467.8
1839,85888.77
1840,157076.77
1841,141122.25
1842,82221.26
1843,129456.36
1844,142331.94
1845,131063.445
1846,146489.02
1847,190747.66
1848,57198.27
1849,106616.234
1850,113295.47
1851,151179.02
1852,124091.805
1853,138268.56
1854,171250.94
1855,152717.64
1856,229230.55
1857,150898.42
1858,136730.3
1859,115668.375
1860,145255.08
1861,115166.67
1862,293238.44
1863,268565.9
1864,268350.84
1865,330648.38
1866,341990.9
1867,224690.94
1868,317898.97
1869,206218.67
1870,224181.31
1871,255175.8
1872,166847.2
1873,259341.1
1874,145905.11
1875,209138.8
1876,197048.28
1877,210641.64
1878,196705.25
1879,136179.95
1880,135182.97
1881,252129.56
1882,259695.52
1883,190354.4
1884,212948.27
1885,244150.36
1886,292088.25
1887,197112.94
1888,264712.75
1889,163688.44
1890,121389.59
1891,139558.62
1892,84568.88
1893,125977.34
1894,126479.336
1895,129886.586
1896,125830.86
1897,102940.79
1898,109181.836
1899,158906.97
1900,142380.14
1901,171202.44
1902,150569.38
1903,203358.34
1904,145272.81
1905,202084.88
1906,161759.97
1907,206506.8
1908,107178.36
1909,135513.16
1910,117357.3
1911,214764.22
1912,323405.34
1913,130435.99
1914,59655.79
1915,309083.88
1916,69882.91
1917,245616.73
1918,137407.28
1919,168481.5
1920,146040.98
1921,418595.44
1922,295275.75
1923,224953.81
1924,237098.56
1925,201885.31
1926,426124.25
1927,129528.23
1928,137601.77
1929,120116.41
1930,130310.91
1931,136695.1
1932,143266.7
1933,193579.92
1934,175159.45
1935,181098.14
1936,195345.42
1937,175540.56
1938,161319.36
1939,260327.08
1940,175089.97
1941,170464.73
1942,191451.67
1943,200805.8
1944,384100.22
1945,403012.56
1946,156410.97
1947,321274.4
1948,160841.61
1949,241139.81
1950,180051.45
1951,257121.73
1952,210196.55
1953,165774.39
1954,181489.22
1955,136596.31
1956,289261.28
1957,146555.67
1958,326744.16
1959,150361.31
1960,112793.195
1961,123459.1
1962,95493.83
1963,104273.28
1964,108732.53
1965,147964.55
1966,139819.2
1967,286611.97
1968,444200.44
1969,439746.5
1970,480457.38
1971,456743.2
1972,384328.5
1973,274395.94
1974,347315.84
1975,474104.66
1976,268867.53
1977,380230.78
1978,403954.9
1979,340592.0
1980,198010.14
1981,322090.44
1982,218963.52
1983,203941.95
1984,169034.33
1985,220556.53
1986,205031.69
1987,174673.03
1988,174463.6
1989,187275.5
1990,214321.25
1991,231486.72
1992,212104.52
1993,163141.58
1994,225182.19
1995,190575.1
1996,239312.1
1997,329202.94
1998,363591.5
1999,269613.2
2000,322129.12
2001,275144.6
2002,232352.84
2003,260969.64
2004,269125.34
2005,221523.89
2006,214233.39
2007,244136.61
2008,219928.1
2009,202288.88
2010,187961.67
2011,139645.56
2012,172953.27
2013,181445.95
2014,185711.62
2015,206136.88
2016,202492.52
2017,194691.5
2018,117645.516
2019,133851.38
2020,101477.234
2021,101639.56
2022,164139.89
2023,155771.33
2024,246272.55
2025,377609.06
2026,174871.53
2027,159692.7
2028,152926.06
2029,165191.73
2030,262619.44
2031,220418.8
2032,241552.97
2033,243685.81
2034,160708.38
2035,236368.88
2036,188508.3
2037,196243.19
2038,278095.5
2039,212258.5
2040,309615.78
2041,291208.22
2042,208571.92
2043,163217.98
2044,161252.61
2045,215623.9
2046,142777.05
2047,146404.67
2048,141417.84
2049,128384.99
2050,186030.88
2051,98109.76
2052,124960.16
2053,154644.03
2054,86055.29
2055,148312.92
2056,144923.0
2057,114677.43
2058,223776.33
2059,140617.92
2060,173667.61
2061,166143.62
2062,130686.38
2063,117813.37
2064,152170.0
2065,113005.195
2066,155658.31
2067,104778.18
2068,133218.2
2069,81623.9
2070,113847.305
2071,91722.78
2072,133574.28
2073,134744.97
2074,179502.98
2075,135203.86
2076,119265.79
2077,156766.98
2078,127744.77
2079,136607.64
2080,120271.61
2081,120733.7
2082,127549.27
2083,148254.81
2084,107604.1
2085,126228.695
2086,115766.7
2087,119821.8
2088,84554.53
2089,73152.82
2090,129004.914
2091,127002.09
2092,124208.55
2093,116860.98
2094,109830.05
2095,155630.4
2096,76782.32
2097,90517.42
2098,155346.14
2099,50244.6
2100,74649.0
2101,116114.78
2102,136949.92
2103,109047.18
2104,149421.44
2105,127974.87
2106,65237.062
2107,213269.8
2108,108341.99
2109,106460.07
2110,122602.234
2111,136986.77
2112,139973.97
2113,128659.42
2114,107099.99
2115,169240.3
2116,104385.414
2117,168906.22
2118,125812.86
2119,111336.1
2120,110744.57
2121,94547.51
2122,117993.05
2123,86444.19
2124,157928.14
2125,125056.72
2126,149784.81
2127,156443.34
2128,128476.24
2129,88011.22
2130,140094.55
2131,134494.11
2132,113456.25
2133,110063.766
2134,108950.72
2135,91651.87
2136,76065.95
2137,100955.22
2138,135399.86
2139,148279.83
2140,135971.81
2141,142407.42
2142,130998.71
2143,139179.42
2144,113627.766
2145,133237.89
2146,161494.23
2147,159890.2
2148,152604.67
2149,157965.19
2150,245947.94
2151,106249.914
2152,163932.92
2153,156668.2
2154,108377.234
2155,133971.3
2156,249247.55
2157,223989.84
2158,253739.2
2159,201395.33
2160,172877.73
2161,253112.27
2162,402027.16
2163,332316.6
2164,241381.88
2165,233922.31
2166,148377.16
2167,223951.17
2168,198779.44
2169,215001.53
2170,225779.55
2171,159236.02
2172,129126.52
2173,171967.77
2174,227549.06
2175,289760.47
2176,318208.34
2177,252202.67
2178,202534.81
2179,140694.78
2180,204957.2
2181,185475.88
2182,228028.28
2183,186415.38
2184,118016.79
2185,124315.086
2186,144776.44
2187,157365.55
2188,156783.89
2189,195539.45
2190,85326.75
2191,85750.945
2192,95305.68
2193,105281.305
2194,103020.63
2195,114477.14
2196,93797.33
2197,119459.19
2198,159069.2
2199,169652.22
2200,158066.45
2201,144529.92
2202,221340.6
2203,152831.88
2204,208738.48
2205,124932.625
2206,133348.36
2207,203124.39
2208,274643.34
2209,233079.67
2210,119022.74
2211,110663.805
2212,116268.36
2213,110333.336
2214,136264.92
2215,96758.625
2216,154160.02
2217,60040.766
2218,83887.8
2219,85839.97
2220,78867.92
2221,319554.94
2222,277811.06
2223,271831.47
2224,209646.22
2225,124417.086
2226,186408.62
2227,207710.25
2228,263877.22
2229,245300.25
2230,169327.16
2231,227867.42
2232,175711.73
2233,186214.95
2234,225660.52
2235,222184.22
2236,275616.28
2237,349173.7
2238,202319.56
2239,108507.02
2240,159766.73
2241,156654.0
2242,118823.82
2243,129856.734
2244,95580.57
2245,90589.19
2246,148754.45
2247,99806.37
2248,128249.04
2249,123484.42
2250,133176.92
2251,105628.47
2252,162564.3
2253,154279.16
2254,176712.12
2255,181938.92
2256,187682.97
2257,208065.92
2258,163124.94
2259,175491.86
2260,158043.84
2261,186681.17
2262,201387.45
2263,409247.06
2264,448483.03
2265,175871.67
2266,312771.7
2267,400583.2
2268,411504.84
2269,153209.4
2270,194900.31
2271,216374.95
2272,204861.64
2273,171297.48
2274,186471.92
2275,172549.31
2276,199241.2
2277,189420.89
2278,155566.89
2279,126789.71
2280,124872.95
2281,168854.52
2282,191024.0
2283,109241.414
2284,115009.28
2285,137267.67
2286,126025.53
2287,362621.9
2288,287552.97
2289,404387.0
2290,489326.03
2291,345063.22
2292,436631.97
2293,496371.0
2294,463306.7
2295,469323.12
2296,323581.8
2297,343319.6
2298,367965.47
2299,401760.03
2300,355656.0
2301,298805.66
2302,258076.89
2303,246062.67
2304,245898.69
2305,188534.19
2306,189096.19
2307,190410.52
2308,232772.47
2309,279181.8
2310,222692.92
2311,198848.66
2312,176993.95
2313,172474.12
2314,181300.48
2315,175798.39
2316,191416.27
2317,178317.5
2318,189044.44
2319,197004.31
2320,184562.75
2321,235302.36
2322,174763.67
2323,195287.88
2324,174914.06
2325,207214.44
2326,165627.42
2327,219796.62
2328,238061.95
2329,195947.53
2330,175673.7
2331,399376.66
2332,422661.78
2333,340254.34
2334,265940.5
2335,273194.84
2336,314958.25
2337,203280.39
2338,285352.78
2339,220184.12
2340,426472.66
2341,227470.52
2342,235196.23
2343,230291.95
2344,238363.42
2345,231902.56
2346,214412.23
2347,205333.42
2348,248513.17
2349,188022.45
2350,292219.47
2351,281063.03
2352,260656.5
2353,251691.84
2354,128984.74
2355,136899.52
2356,153529.14
2357,180839.61
2358,204631.44
2359,133718.3
2360,114519.18
2361,144818.28
2362,270255.47
2363,139970.22
2364,153981.2
2365,211737.48
2366,195950.52
2367,228703.42
2368,223858.3
2369,221030.72
2370,164634.52
2371,162992.9
2372,196514.56
2373,282395.94
2374,314196.22
2375,257102.12
2376,293986.34
2377,366698.03
2378,143812.08
2379,201589.8
2380,142703.53
2381,162760.69
2382,212217.61
2383,190514.22
2384,245528.45
2385,165839.38
2386,137779.3
2387,141305.0
2388,96589.35
2389,123007.23
2390,153780.44
2391,150281.17
2392,120434.7
2393,177603.17
2394,137385.67
2395,200995.08
2396,152284.83
2397,198313.64
2398,129973.195
2399,58324.625
2400,59767.688
2401,108763.125
2402,142463.12
2403,137785.86
2404,153522.55
2405,160545.08
2406,142900.86
2407,121282.32
2408,154342.42
2409,123024.7
2410,166819.19
2411,113787.72
2412,156782.23
2413,138224.12
2414,145782.72
2415,127633.35
2416,133093.38
2417,142345.52
2418,139057.1
2419,132398.86
2420,123770.56
2421,151687.8
2422,110511.41
2423,115051.85
2424,139733.22
2425,180829.78
2426,130847.88
2427,133224.67
2428,170956.89
2429,120969.05
2430,133106.19
2431,110215.86
2432,145094.06
2433,149182.52
2434,144203.48
2435,149305.34
2436,109708.93
2437,114511.64
2438,122465.75
2439,104692.68
2440,119997.33
2441,87731.83
2442,95033.58
2443,114309.13
2444,127029.71
2445,93736.25
2446,135978.16
2447,186906.88
2448,129078.14
2449,112224.734
2450,153054.6
2451,124149.69
2452,207499.6
2453,92614.69
2454,108684.53
2455,104568.055
2456,139604.69
2457,140578.38
2458,129560.6
2459,108108.42
2460,130561.31
2461,125927.016
2462,134960.89
2463,127479.47
2464,208185.2
2465,144577.75
2466,113832.87
2467,125920.29
2468,69417.875
2469,70285.53
2470,185148.92
2471,203505.39
2472,173487.19
2473,118498.586
2474,83712.62
2475,230290.62
2476,118344.086
2477,123428.02
